Date;Pre-Prod No.;Product Code;Category;New Mould/ Client or Product;Status;Project Description;Client;Sales Rep;Unit Order No;Order Qty x1000;Product Material Colour (tube,jar etc.);Length;Material;Orifice;Diameter;Tube Shoulder colour;Cap/Lid Colour;Cap/Lid Diameter;Cap/Lid style;Cap/Lid Material;Other Cap/Lid info; Dust Controlled Area;Artwork required;Artwork Received;Ordered Plates;Plates Arrived;Sent on Trial;Trial approved;Machine;Comments;Weeks Taken (or parts thereof);Open or closed;Completion date;Project Age (Days taken Open Projects);Age Category;Project Age (Open and Closed);Proof Approved (Conventional);Proof Approved (Digital);Masterbatch requested;Masterbatch received;Injection trial requested;Injection trial received;Blowmould trial requested;Blowmould trial received;Extrusion requested;Extrusiuon received;Digital trial sent;Digital trial received (actual dates have replaced crosses for latest trials);Year;Month;Month Name
2014-07-28;9968;#N/A;Cap;-;No order;OSH Cap Splash Wash - light Purple- CCAPOBRI080F;Britec Labs;Nikki;;;;;-;;;;Light Purple;;;PP;;;;#N/A;#N/A;#N/A;2014-08-06;1900-01-00;INJECTION;;38;Closed;2015-04-14;;;;;;;;;;;;;;;;;;,
2014-07-30;9969;;Roll-on;-;Order;Status XXL R/O Bottle 50ml Common 50ml (ITW 9746);Consumer / Tiger;Chris;109194;30;Black;;MDPE;;;;;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;6;Closed;2014-09-09;;;;;;;;;;;;;;;;;;,
2014-07-30;9970;;Cap;-;Order;Status XXL R/O Cap 50ml Common 50ml (ITW 9746);Consumer / Tiger;Chris;109196;30;;;-;;;;Natural;;;PP;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;14;Closed;2014-10-29;;;;;;;;;;;;;;;;;;,
2014-07-30;9971;;Cap;-;No order;Twist Valve cap/Cutter Base Styrine Blue;Arch Water;Johann;;;Blue;;-;;;;;;;;;;;1900-01-00;1900-01-00;1900-01-00;2014-08-04;05.08.14;ON TRIAL Injection;;2;Closed;2014-08-06;;;;;;;;;;;;;;;;;;,
2014-07-31;9972;;Bottle;-;No order;WW Trigger Stain Remover Bottle 500ml Red 185c;Chet Chemicals;Johann;;;Red 185c;;-;;;;;;;;;;;#N/A;#N/A;#N/A;2014-08-28;1900-01-00;BLOWMOULD;;16;Closed;2014-11-13;;;;;;;;;;;;;;;;;;,
2014-07-31;9973;;Bottle;-;No order;WW Trigger Mildew Cleaner Bottle 500mlYell 100c;Chet Chemicals;Johann;;;Yellow 100c;;-;;;;;;;;;;;#N/A;#N/A;#N/A;2014-08-28;1900-01-00;BLOWMOULD;;16;Closed;2014-11-13;;;;;;;;;;;;;;;;;;,
2014-08-01;9974;;Tube and Cap;-;Order (a/w);ALOFE' Aftershave gel 100ml Export;House Of Aloes ;Trevor;108861;5;Silver;120;LDPE;10;40;Natural;Tnt Silver;38;F/T B/O;PP;Fugi Sleeve;;X;2014-08-04;2014-08-06;2014-08-08;1900-01-00;1900-01-00;HK+INJECT+EXTRU;;9;Closed;2014-09-29;;;;;;;;;;;;;;;;;;,
2014-08-01;9975;;Tube and Cap;-;Order (a/w);Alofe' Aloe Ferox Hand and Body Cream 100ml Export;House Of Aloes ;Trevor;108862;5;Green;120;LDPE;10;40;Natural;Green;38;F/T B/O;PP;Fugi Sleeve;;X;2014-08-04;2014-08-06;2014-08-08;2014-09-25;07.10.14;HK+INJECT+EXTRU;;10;Closed;2014-10-07;;;;;;;;;;;;;;;;;;,
2014-08-01;9976;;Tube and Cap;-;Order (a/w);Aloe Toothpaste 75ml;House Of Aloes ;Trevor;109607     108861;5;White;120;COEX;10;35;White;White;33;F/T B/O;PP;Fugi Sleeve;;X;2014-08-04;2014-08-06;2014-08-08;1900-01-00;1900-01-00;HK+INJECT+EXTRU;;7;Closed;2014-09-16;;;;;;;;;;;;;;;;;;,
2014-08-04;9977;;Cap;-;Order;Everon 28mm Flip Top Plush Cap Red (032c) + 199c;Everon CC;Nicola;109155;20;;;-;;;;Red 032c;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;7;Closed;2014-09-20;;;;;;;;;;;;;;;;;;,
2014-08-04;9978;;Tube and Cap;-;Order (a/w);Biobalance Lip Sore Gel 10g (ITW 9960);Fulvimed;Glenton;108684;15;Dark Grey 8403c;70;LDPE;2;22;Dark grey 8403;Dark grey 8403;22;A;PP;;;X;2014-08-05;2014-08-12;2014-08-13;2014-08-05;20.08.14;DUBUIT+EXTRU+FOIL;;5;Closed;2014-09-05;;;;;;;;;;;;;;;;;;,
2014-08-07;9979;#N/A;Bottle;-;Order (a/w);Magic Moments Awaken 400ml Venus Bottle;Caprice;Trevor;108723;3,3;Natural;;-;;;;;;;;;;X;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;LABEL;;106;Closed;2016-08-12;;;;;;;;;;;;;;;;;;
2014-08-07;9980;#N/A;Bottle;-;Order (a/w);Magic Moments Refresh 400ml Venus Bottle;Caprice;Trevor;108733;3,3;Natural;;-;;;;;;;;;;X;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;LABEL;;106;Closed;2016-08-12;;;;;;;;;;;;;;;;;;
2014-08-07;9981;;Bottle;-;Order (a/w);Magic Moments Sensual 400ml Venus Bottle;Caprice;Trevor;108735;3,3;Natural;;-;;;;;;;;;;X;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;LABEL;;106;Closed;2016-08-12;;;;;;;;;;;;;;;;;;
2014-08-07;9982;;Cap;-;Order;Venus Closure Cool Grey 11c;Caprice;;108724;20;;;-;;;;Cool Grey 11c;;;PP;;;;#N/A;#N/A;#N/A;2014-08-11;15.08.14;INJECTION;;2;Closed;2014-08-14;;;;;;;;;;;;;;;;;;,
2014-08-07;9983;#N/A;Bottle;-;Order (a/w);Magic Moments Energhise 400ml Venus Bottle;Caprice;Trevor;108731;3,3;Natural;;-;;;;;;;;;;X;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;LABEL;;95;Closed;2016-05-26;;;;;;;;;;;;;;;;;;
2014-08-07;9984;#N/A;Bottle;-;Order (a/w);Magic Moments Relax 400ml Venus Bottle;Caprice;Trevor;108734;3,3;Natural;;-;;;;;;;;;;X;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;LABEL;;95;Closed;2016-05-26;;;;;;;;;;;;;;;;;;
2014-08-07;9985;#N/A;Bottle;-;Order (a/w);Magic Moments Unwind 400ml Venus Bottle;Caprice;Trevor;108736;3,3;Natural;;-;;;;;;;;;;X;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;LABEL;;106;Closed;2016-08-12;;;;;;;;;;;;;;;;;;
2014-08-07;9986;;Tube and Cap;-;Order (a/w);Cuticura F//Wash O/Skin Int Cleanse 150ml;Le-Sel;Chris;108873;180;Prl White;130;LDPE;10;50;Natural;Purple2582c;48;F/T B/O;PP;2mm Orifice Cap;;X;2014-08-07;2014-08-15;2014-08-19;2014-08-26;2014-09-01;HK+INJECT+EXTRU;;4;Closed;2014-09-01;;;;;;;;;;;;;;;;;;,
2014-08-07;9987;;Tube and Cap;-;Order (a/w);Cuticura F/Wash N/Skin  Cntr D/Cln 150ml;Amka Products;Chris;108874;160;Prl White;130;LDPE;10;50;Natural;Orange 1655c;48;F/T B/O;PP;2mm Oricice Cap;;X;2014-08-07;2014-08-15;2014-08-19;2014-08-21;1900-01-00;HK+INJECT+EXTRU;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-07;9988;;Tube and Cap;-;Order (a/w);Cuticura F/Scrub A/Skin D/Exfoliat 150ml;Amka Products;Chris;108880;180;Prl White;130;LDPE;10;50;Natural;Blue 299c;48;F/T B/O;PP;2mm Orifice Cap;;X;2014-08-07;2014-08-15;2014-08-19;2014-08-22;04.09.14;HK+INJECT+EXTRU;;4;Closed;2014-09-01;;;;;;;;;;;;;;;;;;,
2014-08-07;9989;;Tube and Cap;-;Order (a/w);Cuticura F/Wash Tea tree E/Clean 150ml;Amka Products;Chris;108881;140;Prl White;130;LDPE;10;50;Natural;Green 377c;48;F/T B/O;PP;2mm Orifice Cap;;X;2014-08-07;2014-08-15;2014-08-19;2014-08-21;04.09.14;HK+INJECT+EXTRU;;4;Closed;2014-09-01;;;;;;;;;;;;;;;;;;,
2014-08-08;9990;#N/A;Cap;-;Order (a/w);P/Proof Sauce Cap 250/500 White -Round Orifice;Garner Wafers & Confectionary;Trevor;108548;20;;;-;;;;White;;;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;108;Closed;2016-08-31;;;;;;;;;;;;;;;;;;,
2014-08-08;9991;;Tube and Cap;-;No order (a/w);Tahlita Active Night Repair Crm 50ml;Prime Products;Linda;;;Prl Blue;85;LDPE;10;40;Natural;Tnt Blue;38;F/T B/O;PP;Fugi Sleeve;;X;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;HK+INJECT+EXTRU;;9;Closed;2014-10-03;;;;;;;;;;;;;;;;;;,
2014-08-08;9992;;Tube and Cap;-;No order (a/w);Tahlita Multi-Prot Day Crm SPF15 75ml;Prime Products;Linda;;;White;100;Coex;10;40;White;Tnt Blue;38;F/T B/O;PP;Fugi Sleeve;;X;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;HK+INJECT+EXTRU;;9;Closed;2014-10-03;;;;;;;;;;;;;;;;;;,
2014-08-11;9993;;Digital Laminate;-;No order (a/w);Coffee Cinnamin & Orange Body Wash  (Digital);Healing Earth;Rob;;;White;170;PBL;4;40;White;;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-11;9994;;Digital Laminate;-;No order (a/w);African Ginger Body wash (Digital);Healing Earth;Rob;;;White;170;PBL;4;40;White;;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-11;9995;;Digital Laminate;-;No order (a/w);Mongongo Nut Body Wash (Digital);Healing Earth;Rob;;;White;170;PBL;4;40;White;;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-11;9996;;Digital Laminate;-;No order (a/w);Kalahari Melon Body Wash (Digital);Healing Earth;Rob;;;White;170;PBL;4;40;White;;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-11;9997;;Digital Laminate;-;No order (a/w);Grape Pinotage Body Polish (Digital);Healing Earth;Rob;;;White;170;PBL;4;40;White;;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-11;9998;;Digital Laminate;-;No order (a/w);Repair Mask Grape Pinotage (Digital);Healing Earth;Rob;;;White;170;PBL;4;40;White;;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-11;9999;;Digital Laminate;-;No order (a/w);Facial polish grape Pinotage. (Digital);Healing Earth;Rob;;;White;170;PBL;4;40;White;;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-11;10000;;Digital Laminate;-;No order (a/w);Hand Cream Grape Pinotage (Digital);Healing Earth;Rob;;;White;170;PBL;4;40;White;;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;Closed see mail;32;Closed;2015-03-18;;;;;;;;;;;;;;;;;;,
2014-08-12;10001;;Digital Laminate;-;Order (a/w);Sh'zen Serenity Cleansing Gel 75ml (Digital);SH'ZEN;Mark K;109045;3,5;White;90;PBL;10;40;White;Pink;38;F/T B/O;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;12;Closed;2014-10-28;;;;;;;;;;;;;;;;;;
2014-08-12;10002;;Digital Laminate;-;No order (a/w);Lamicare Dermikelp 100g (Digital);Lamicare;Rob;;;White;150;PBL;6;35;White;White;35;A;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;12;Closed;2014-10-28;;;;;;;;;;;;;;;;;;,
2014-08-12;10003;;Tube and Cap;-;Order (a/w);Lamicare Dermikelp 50g;Lamicare;Rob;108941;15;White;110;LDPE;4;30;White;White;30;A;PP;;;X;2014-08-13;2014-08-25;2014-08-27;2014-08-27;27.08.14;HK+EXTRUSION;;4;Closed;2014-09-03;;;;;;;;;;;;;;;;;;,
2014-08-12;10004;;Tube and Cap;-;Order (a/w);Lamicare Dermikelp 25g;Lamicare;Rob;108939;50;White;110;LDPE;4;22;White;White;22;A;PP;;;X;2014-08-13;2014-08-25;2014-08-27;2014-09-02;02.09.14;HK+EXTRUSION;;4;Closed;2014-09-02;;;;;;;;;;;;;;;;;;,
2014-08-13;10005;;Digital Laminate;-;Order (a/w);Sh'zen Harmonizing Cleansing Gel 75ml (Digital);SH'ZEN;Mark K;109049;3,25;White;90;PBL;10;40;White;Purple;38;F/T B/O;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;11;Closed;2014-10-28;;;;;;;;;;;;;;;;;;
2014-08-13;10006;;Digital Laminate;-;Order (a/w);She'zen Revive Cleansing Gel 75ml  (Digital);SH'ZEN;Mark K;109044;3,5;White;90;PBL;10;40;White;Yellow;38;F/T B/O;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;11;Closed;2014-10-28;;;;;;;;;;;;;;;;;;
2014-08-13;10007;;Digital Laminate;-;Order (a/w);Sh'zen Vanilla Cashmere Cleansing Gel 75ml (Digital);SH'ZEN;Mark K;109048;3,25;White;90;PBL;10;40;White;White;38;F/T B/O;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;11;Closed;2014-10-28;;;;;;;;;;;;;;;;;;
2014-08-13;10008;#N/A;Bottle;-;Order; Dropper Bottle 30ml (Illiadin)-white;Cape Kingdom;Rob;105509;5;White;;HDPE;;;;White;;;HDPE;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;BLOWMOULD;;105;Closed;2016-08-12;;;;;;;;;;;;;;;;;;,
2014-08-13;10009;#N/A;Other;-;Order;Puffer and Tube Assembly 30ml  Drop/Bott;Cape Kingdom;Rob;109509;5;White;;LDPE;;;;;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;105;Closed;2016-08-12;;;;;;;;;;;;;;;;;;,
2014-08-13;10010;#N/A;Cap;-;Order;Dropper Bottle 30ml White;Cape Kingdom;Rob;109509;5;White;;MDPE;;;;;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;BLOWMOULD;;105;Closed;2016-08-12;;;;;;;;;;;;;;;;;;,
2014-08-14;10011;#N/A;Cap;-;No order;Std 100ml Umbrella Cap- Natural;SCENT PACK;Rob;;;;;-;;;;Natural;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;88;Closed;2016-04-15;;;;;;;;;;;;;;;;;;,
2014-08-15;10012;#N/A;Digital Laminate;-;Order (a/w);ROSE Florals Bouquet 100ml H&N (Digital);SCENT PACK;Rob;108964;2,5;White;120;PBL;10;40;White;Silver;38;F/T B/O;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;93;Closed;2016-05-26;;;;;;;;;;;;;;;;;;
2014-08-15;10013;;Digital Laminate;-;No order (a/w);Lavender Floral Bouquet H&N Crm 100ml (Digital);SCENT PACK;Rob;;;White;120;PBL;10;40;White;Silver;38;F/T B/O;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;3;Closed;2014-09-02;;;;;;;;;;;;;;;;;;,
2014-08-15;10014;#N/A;Digital Laminate;-;No order (a/w);Magnolia Floral bouquet H&N Crm 100ml (Digital);SCENT PACK;Rob;;;White;120;PBL;10;40;White;Silver;38;F/T B/O;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;93;Closed;2016-05-26;;;;;;;;;;;;;;;;;;,
2014-08-18;10015;#N/A;Bottle;-;No order (a/w);BOSTON Round Bottle 125 and 250ml Gold( colour match);Marico SA;Mike;;;Gold;;HDPE;;;;;;;;;;X;1900-01-00;1900-01-00;1900-01-00;2014-10-06;1900-01-00;K9+BLOW;;93;Closed;2016-05-26;;;;;;;;;;;;;;;;;;,
2014-08-18;10016;;Digital Laminate;-;No order (a/w);100ml Masquerade Hand Treatment (Digital);Charisma Candles;Rob;;;White;120;PBL;10;40;White;Black;38;F/T B/O;PP;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;8;Closed;2014-10-10;;;;;;;;;;;;;;;;;;,
2014-08-18;10017;;Digital Laminate;-;Order (a/w);Aloe Unique Hand  & Nail Cream (Digital);Aloe Unique;Rob;109824;5;White;110;PBL;4;25;White;White;25;A;PP;Foil Seal;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;11;Closed;2014-10-28;;;;;;;;;;;;;;;;;;,
2014-08-18;10018;;Digital Laminate;-;Order (a/w);Aloe Unique Bitter Gel 50ml (Digital);Aloe Unique;Rob;109825;5;White;100;PBL;10;35;White;White;33;F/T B/O;PP;Fugi Sleeve;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;11;Closed;2014-10-28;;;;;;;;;;;;;;;;;;,
2014-08-18;10019;;Digital Laminate;-;Order (a/w);Aloe Unique Aloe Gel 75ml (Digital);Aloe Unique;Rob;109826;20;White;120;PBL;10;35;White;White;33;F/T B/O;PP;Fugi Sleeve;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;DIGITAL;;11;Closed;2014-10-28;;;;;;;;;;;;;;;;;;,
2014-08-18;10020;;Roll-on;-;Order (a/w);Womans Anti Perspirant Cocoa BB R/On Bot 50ml;Pepper Tree Packaging;Janet;111352;5;Black;;HPPE;;;;;;;;;;X;2014-08-21;2014-09-29;2014-09-30;1900-01-00;1900-01-00;K9+BLOW;;12;Closed;2014-11-08;;;;;;;;;;;;;;;;;;,
2014-08-18;10021;;Roll-on;-;Order (a/w);Mens Anti Perspirant Cocoa BB R/O Bot 50ml;Pepper Tree Packaging;Janet;111353;5;Black;;HDPE;;;;;;;;;;X;2014-08-21;2014-09-29;2014-09-30;1900-01-00;1900-01-00;K9+BLOW;;12;Closed;2014-11-05;;;;;;;;;;;;;;;;;;,
2014-08-18;10022;#N/A;Cap;-;No order;African Pride B/Ball R/O Dome- Alpha Cool;Rolfe Lab.;Sheerlar;;;Blue 300c;;PP;;;;;;;;;;;#N/A;#N/A;#N/A;2014-08-29;1900-01-00;INJECTION;;93;Closed;2016-05-26;;;;;;;;;;;;;;;;;;,
2014-08-19;10023;#N/A;Jar;-;No order;Jar 450g Unptd-Gold;Unilever;Bernd;;;Gold;;PP;;;;;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;117;Closed;2016-11-11;;;;;;;;;;;;;;;;;;,
2014-08-19;10024;;Lid;-;Order;Beauty Factory Lid 125ml Flt Tnt Green Eng;Le-Sel;Linda;109164;20;;;-;;;;Tnt Green;;;PP;;;;#N/A;#N/A;#N/A;2014-05-10;28.05.14;INJECTION;;5;Closed;2014-09-21;;;;;;;;;;;;;;;;;;,
2014-08-19;10025;;Tube and Cap;-;Order (a/w);Avroy Be Mine Tonight H&B Lot. 200ml;Britec Labs;Linda;109990;10;Black;150;LDPE;10;50;Natural;Black;48;F/T B/O;PP;Fugi Sleeve;;X;2014-08-20;2014-08-25;2014-08-26;1900-01-00;1900-01-00;DUBUIT+EXTRU;;3;Closed;2014-09-02;;;;;;;;;;;;;;;;;;,
2014-08-19;10026;#N/A;Tube and Cap;-;No order (a/w);Justine Tabashee Perf B/Cream 100ml  (Same as 10101);Le-Sel;Linda;;;PRL Navy Blue 2756c;120;Coex;10;40;Prl Navy Blue 2756c;Natural;38;F/T B/O;PP;Fugi Sleeve;;X;2014-08-26;1900-01-00;1900-01-00;1900-01-00;1900-01-00;DUBUIT+EXTRU;Closed see mail;34;Closed;2015-04-07;;;;;;;;;;;;;;;;;;,
2014-08-22;10027;#N/A;Cap;-;No order;Rainbow Mitchum for Ladies R/O -Turquiose;Revlon SA;Chris;;;;;-;;;;Turquiose;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;88;Closed;2016-04-22;;;;;;;;;;;;;;;;;;,
2014-08-22;10028;#N/A;Cap;-;No order;Rainbow Mitchumm for Men R/O -Prl White;Revlon SA;Chris;;;;;-;;;;Prl White;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;88;Closed;2016-04-22;;;;;;;;;;;;;;;;;;,
2014-08-22;10029;#N/A;Cap;-;No order;Rainbow Mitchumm for Men R/O -Pink;Revlon SA;Chris;;;;;PP;;;;Pink;;;PP;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;88;Closed;2016-04-22;;;;;;;;;;;;;;;;;;,
2014-08-22;10030;#N/A;Cap;-;No order;Rainbow Mitchumm for Men R/O -lt Green;Revlon SA;Chris;;;;;-;;;;Lt Green;;;;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;88;Closed;2016-04-22;;;;;;;;;;;;;;;;;;,
2014-08-22;10031;#N/A;Cap;-;No order;Rainbow Mitchumm for Men R/O -Drk green;Revlon SA;Chris;;;;;PP;;;;dk green;;;PP;;;;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;INJECTION;;88;Closed;2016-04-22;;;;;;;;;;;;;;;;;;,
2014-08-25;10032;;Tube and Cap;-;Order (a/w);Sh'zen Gentle Care Desensitizing Day Cream 25ml;SH'ZEN;Mark K;109261;10;Lt Blue 545c;85;Coex;4;30;Lt Blue 545c;Lt blue 545c;30;Rose;PP;;;X;2014-08-22;2014-08-29;2014-09-05;2014-09-16;1900-01-00;HK+EXTRUSION;;5;Closed;2014-09-25;;;;;;;;;;;;;;;;;;,
2014-08-25;10033;;Tube and Cap;-;Order (a/w);Sh'zen Gentle Care Ultra Calming Cleansing Cream 35ml;SH'ZEN;Mark K;109277;10;Lt Blue 545c;85;Coex;4;30;Lt Blue 545c;Lt blue 545c;30;Rose;PP;;;X;2014-08-22;2014-08-29;2014-09-05;2014-09-19;1900-01-00;HK+EXTRUSION;;5;Closed;2014-09-25;;;;;;;;;;;;;;;;;;,
2014-08-25;10034;;Roll-on;-;Order (a/w);Amaris Lt Gold 50ml B/Ball Bottle;Rolfe Lab.;Nikki;109282;4;;;-;;;;Gold;;;;;;X;#N/A;#N/A;#N/A;1900-01-00;1900-01-00;BLOWMOULD;;5;Closed;2014-09-27;;;;;;;;;;;;;;;;;;,
2014-08-25;10035;;Tube and Cap;-;Order (a/w);Freshly Made For You C/Floss Hand and Nail Crm 75ml;Le-Sel;Linda;109555;2,5;Pink 210;120;LDPE;10;40;Natural;Pink 210;38;F/T B/O;PP;Fugi Sleeve;;X;2014-09-18;2014-09-29;2014-03-10;1900-01-00;1900-01-00;HK+EXTRUSION;;10;Closed;2014-10-27;;;;;;;;;;;;;;;;;;
2014-08-25;10036;;Tube and Cap;-;Order (a/w);Freshly Made For You Original Hand Cream 75ml;Le-Sel;Linda;109542;2,5;Green 377c;120;LDPE;10;40;Natural;Green 377cc;38;F/T B/O;PP;Fugi Sleeve;;X;2014-09-18;2014-09-29;2014-03-10;1900-01-00;1900-01-00;HK+EXTRUSION;;10;Closed;2014-10-28;;;;;;;;;;;;;;;;;;
2014-08-26;10037;#N/A;Cap;-;No order;Project Rainbow 50ml R/O Cap Drawing( Grant Snyd has drawings);Revlon SA;Chris;; ;;;-;;;;;;;;;;;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;;;98;Closed;2016-07-07;;;;;;;;;;;;;;;;;;,
2014-08-26;10038;#N/A;Roll-on;-;No order;Project Rainbow 50ml R/O Bottle Drawing( Grant Snyde has drawing);Revlon SA;Chris;;;;;-;;;;;;;;;;;1900-01-00;1900-01-00;1900-01-00;1900-01-00;1900-01-00;;;98;Closed;2016-07-07;;;;;;;;;;;;;;;;;;,
2014-08-26;10039;;Tube and Cap;-;Order;Tube 22x75/4 Coex White;Tripharm Man;Linda;109301;15;White;75;Coex;4;22;White;Green 345c;22;A;PP;;;;#N/A;#N/A;#N/A;2014-09-29;1900-01-00;INJECTION;;7;Closed;2014-10-10;;;;;;;;;;;;;;;;;;,
2014-08-26;10040;;Tube and Cap;-;Order (a/w);Aloe Gel All-n-One 75ml;House Of Aloes ;Trevor;109300;10;Tnt White;120;LDPE;10;35;Tnt White;Tnt White;33;F/T B/O;PP;Fugi Sleeve;;X;2014-08-27;2014-08-29;2014-09-05;2014-09-16;1900-01-00;HK+INJECT+EXTRU;;7;Closed;2014-10-08;;;;;;;;;;;;;;;;;;,
2014-08-26;10041;;Tube and Cap;-;Order (a/w);Environ Peel Neutralising Cleanser 100ml;Environ Skin Care;Mark K;109656;5;White;130;Coex;10;40;White;White;38;F/T B/O;PP;Fugi Sleeve;;X;2014-08-27;2014-09-02;2014-09-05;2014-09-19;1900-01-00;HK+INJECT+EXTRU;;1;Closed;2014-09-01;;;;;;;;;;;;;;;;;;,
2014-08-26;10042;;Tube and Cap;-;Order;Zinka Sun D/Styn Gold N/Coat 30ml;Zinka Sun;Sheerlar;109851;5;Natural;110;Coex;4;25;Natural;White;25;A;PP;Foil Seal;;;2014-08-25;2014-09-12;2014-09-17;2014-09-19;23.09.14;DUBUIT;;5;Closed;2014-09-26;;;;;;;;;;;;;;;;;;,
2014-08-26;10043;;Tube and Cap;-;Order (a/w);Zinka Sun White Nose Coat 30ml;Zinka Sun;Sheerlar;109827;5;Natural;110;Coex;4;25;Natural;White;25;A;PP;Foil Seal;;X;2014-08-25;2014-09-12;2014-09-17;2014-09-19;23.09.14;DUBUIT;;5;Closed;2014-09-29;;;;;;;;;;;;;;;;;;,
2014-08-26;10044;;Tube and Cap;-;Order;Zinka Sun Neon Pink N/Coat 30ml;Zinka Sun;Sheerlar;109833;7,5;Natural;110;Coex;4;25;Natural;White;25;A;PP;Foil Seal;;;2014-08-25;2014-09-12;2014-09-17;2014-09-19;23.09.14;DUBUIT;;6;Closed;2014-09-30;;;;;;;;;;;;;;;;;;
2014-08-26;10045;;Tube and Cap;-;Order (a/w);Zinka Sun Tinted Nose Coat 30ml;Zinka Sun;Sheerlar;109830;5;Natural;110;Coex;4;25;Natural;White;25;A;PP;Foil Seal;;X;2014-08-25;2014-09-12;2014-09-17;2014-09-19;23.09.14;DUBUIT;;5;Closed;2014-09-29;;;;;;;;;;;;;;;;;;,
2014-08-26;10046;;Tube and Cap;-;Order;Zinka Sun D/Styn Green N/Coat 30ml;Zinka Sun;Sheerlar;109852;5;Natural;110;Coex;4;25;Natural;White;25;A;PP;Foil Seal;;;2014-08-25;2014-09-12;2014-09-17;2014-09-19;23.09.14;DUBUIT;;5;Closed;2014-09-29;;;;;;;;;;;;;;;;;;,
