Pre-Prod No.;Product Code;Works Order;Unit Order No;Raw Code;Sales Rep;Client;Description;Qty_Including Waste;Artwork Order;Due for SAESA;Diameter;Material;Length;Orifice;Order;Proof;Proof Approved (Digital);Digital Trial;Digital Trial No;Trial approved;Revised Artwork After Trialling;Foil;Cap_Lid Style;Status;Closed;Repeat Job;T1_Date;Retrial T2;Retrial T3;Retrial T4;Retrial T5;Trial Comments
10545;C35LTBRI005F;W00070652;117260/0;CLAM113BRI005W;Trevor;Britec Labs;Source  Cherry Blossom & Pistachio Cream 75ml;5600;-  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/06;2015/05/11;2015/05/25;2015/06/02;2015/06/22;"T2: Green to be ""greener"" T3: Client changed brief. T4: Client supplied new scan T5: Client wanted eyemark centred"
10559;C35LTBRI001F;W00070565;117241/0;CLAM113BRI001W;Trevor;Canway;Baby Bum Cream 75ml;5600;001  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/01;2015/06/01;2015/06/22;2015/06/23;;T3 Trial - client wanted eyemark centred. T4: Client wanted a/w moved on front panel
10581;C25LTMRL002F;W00067896;115470/0;CLAM082MRL002W;Rob;MRL Private Collection;Aloe and Rooibos Body Milk 30ml;5600;MARCIA 18/5  ;x;25;PBL;130;4;x;x;x;x;1;x;0;;A;;closed;New;2015/04/21;;;;;retrialed due to diff. profile
10582;C35LTSCE004F;W00068225;115468/0;CLAM113SCE004W;Rob;SCENT PACK;Fruits of Nature Pomegranate 50ml;5000;-  ;x;35;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/06;;;;;
10583;C25LTHER000F;W00068158;115523/0;CLAM082HER000W;Nicola;Herbex;Tum and Bum Firming 30ml;3000;-  ;x;25;PBL;100;4;x;x;x;x;1;x;0;;A;;closed;New;2015/05/14;;;;;
10586;C35LTSCE005F;W00068066;115469/0;CLAM113SCE005W;Rob;SCENT PACK;Fruits Of Nature Paw Paw 50ml;2500;LG10115  ;x;35;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/06;;;;;
10588;C35LTATK000F;W00068227;115502/0;CLAM113ATK000W;Rob;Fulvimed;I - Cura Topical Gel 50g;3100;MM010715EPI MM010715EPI ;x;35;PBL;115;2;x;x;x;x;1;x;0;;A;;closed;New;2015/05/20;;;;;
10596;C25LTHOA001F;W00068146;115635/0;CLAM082HOA001W;Trevor;House Of Aloes ;Alcare Aloe Hand Cream 15ml Same as 10256;20700;108272  ;x;25;PBL;80;4;x;x;x;x;1;x;0;;A;;closed;New;2015/07/03;2015/06/30;;;;"Client adjusted a/w i.e. included space between ""15"" and ""ml"""
10597;C25LTALO000F;W00068398;115686/0;CLAM082ALO000W;Trevor;Aloe Ferox;Aloe Ferrox Eye Cream 30ml;2600;EYE001  ;x;25;PBL;100;2;x;x;x;x;1;x;0;;A;;closed;New;2015/05/14;;;;;
10598;C40LTAER000F;W00068426;115748/0;CLAM129AER000W;Rob;Aerosol & Cosm.;Ocean Blue Foshini Body Range 175ml;4100;25612  ;x;40;PBL;180;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/04;;;;;Client changed the artwork i.e. adjusted the vignettes
10599;C40LTAER001F;W00068430;115747/0;CLAM129AER001W;Rob;Aerosol & Cosm.;Deep Secret Foshini Body Range 175ml;10700;25612  ;x;40;PBL;180;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/04;;;;;Client changed the artwork i.e. adjusted the vignettes
10600;C40LTAER002F;W00068434;115746/0;CLAM129AER002W;Rob;Aerosol & Cosm.;Midnight Spell Foshini Body Range 175ml;5600;25612  ;x;40;PBL;180;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/04;;;;;Client changed the artwork i.e. adjusted the vignettes
10601;C40LTAER003F;W00068438;115745/0;CLAM129AER003W;Rob;Aerosol & Cosm.;Bright Diamond Foshini Body Range 175ml;9600;25612  ;x;40;PBL;180;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/04;;;;;Client changed the artwork i.e. adjusted the vignettes
10611;C35LTREI002F;W00068854;114780/0;CLAM113REI002W;Trevor;Reitzer Pharm.;Olivia Olive Oil 75ml T&C - fuji sleeve;3500;239535  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/17;2015/05/25;;;;Client wanted different green pantone
10618;Cancelled;Cancelled;Cancelled;Cancelled;Rob;Nature Fresh;Pure Smile Toothpaste 100ml (Duplicate of10763)Cancelled;3500;MM010715EPI MM010715EPI ;;40;PBL;120;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;2015/07/22;;;;;
10620;Cancelled;Cancelled;116024/0;Cancelled;Rob;Aloway Natural Health Products;Aloway Facial Mask 75ml C.O.D. (PD IN FULL);10500;LISA  ;;35;PBL;120;4;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;A;Cancelled as per Rob;closed;Cancelled;;;;;;
10621;Cancelled;Cancelled;116023/0;Cancelled;Rob;Aloway Natural Health Products;Aloway Facial Exfoliator 75ml C.O.D. (PD IN FULL);7700;LISA  ;;35;PBL;120;4;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;A;Cancelled as per Rob;closed;Cancelled;;;;;;
10622;Cancelled;Cancelled;116022/0;Cancelled;Rob;Aloway Natural Health Products;Aloway Facial Gel 50ml C.O.D. (PD IN FULL);7700;LISA  ;;35;PBL;120;4;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;A;Cancelled as per Rob;closed;Cancelled;;;;;;
10623;C35LTZAN002F;W00068764;116019/0;CLAM113ZAN002W;Rob;Aloe Unique;Aloe Gel 75ml  ( C.O.D. POCOR5/5/15) PD IN FULL;7700;MM010715EPI MM010715EPI ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/17;;;;;
10631;C35LTADV000F;W00068716;115923/0;CLAM113ADV000W;Natalie;Advacos;50ml Moisturiser   C.O.D. ( PD IN FULL);9200;EMAIL DD 03/06/15  ;x;35;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/26;;;;;
10632;C35LTADV001F;W00068706;115919/0;CLAM113ADV001W;Natalie;Advacos;Complex Revitalizing Serum 50ml  C.O.D. ( PD IN FULL);9200;EMAIL DD 03/06/15  ;x;35;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/26;;;;;
10635;C35LTZAN001F;W00068770;116021/0;CLAM113ZAN001W;Rob;Aloe Unique;Aloe Unique Aloe and Honey  Honey Mask 75ml (C.O.D. POCOR5/5/15) PD IN FULL;9300;-  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/17;;;;;
10642;Cancelled;Cancelled;Cancelled;Cancelled;Linda;Le-Sel;T/Charm Lady Million Hand and Nail 75ml;5700;Cancelled  ;;35;ABL Silver;120;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;Adjusted to 50ml;closed;Cancelled;2015/08/05;2015/07/09;;;;Client sent through final artwork - retrial required
10643;Cancelled;Cancelled;Cancelled;Cancelled;Linda;Le-Sel;T/Charm Red Door Hand and Nail 75ml;3500;Cancelled  ;;35;ABL Silver;120;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;Adjusted to 50ml;closed;Cancelled;2015/08/05;2015/07/09;;;;Client sent through final artwork - retrial required
10654;Cancelled;Cancelled;Cancelled;Cancelled;Nicole;Active Skincare;Activestemcell  145ml (Artwork Paid);3500;VODSMR6F28KC  ;#NAME?;40;ABL Silver;160;4;x;;;Cancelled;Cancelled;Cancelled;0;;A;;#NAME?;New;;;;;;
10660;C35LTDER001F;W00068783;116337/0;CLAM113DER001W;Rob;Dermasure;Dermasure Hydratiion 75ml;3500;116336  116336;x;35;PBL;120;4;x;x;x;x;1;x;0;;A;;closed;New;2015/05/24;;;;;
10661;Cancelled;Cancelled;Cancelled;Cancelled;Linda;Silverlabs;Chaffing Repair Cream 100ml;17000;SL367  ;;40;ABL;130;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;2015/06/05;;;;;
10662;C35LTMRL000F;;116765/0;Cancelled;Rob;MRL Private Collection;Aloe &Rooibos Body Milk 75ml (PD IN FULL);5700;MARCIA 14/4  ;x;35;PBL;120;4;x;x;x;x;2;FALSE;0;;A;;closed;New;2015/07/14;2015/07/16;;;;retrialed due to incorrect size artwork supplied
10663;C25LTMRL003F;W00069705;116601/0;CLAM082MRL003W;Rob;MRL Private Collection;Aftershave Gel Tube 30ml  (PD Iin Full);5000;MARCIA 18/5  ;x;25;PBL;130;4;x;x;x;x;1;x;0;;A;This job replaces PP10618;closed;New;2015/06/01;;;;;
10666;C25LTMED000F;W00069968;116823/0;CLAM082MED000W;Linda;Dismed;Biocream Anticeptic Cream 25g (PD IN FULL);5500;3569  ;x;25;PBL;100;4;x;x;x;x;1;x;0;;A;Trial on hold as per LS email dated 25/5/2015;closed;New;2015/06/29;;;;;
10667;Cancelled;Cancelled;116330/0;Cancelled;Trevor;House Of Aloes ;Order (a/w);5250;Cancelled  ;;25;ABL Silver;80;4;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;A;Instructed to cancel. Duplicate job;closed;Cancelled;;;;;;
10670;C35LTSAA005F;W00068780;115907/0;CLAM113SAA005W;Trevor;Saradox;Good Stuff Bee Natural 75ml;333564;PHIL 03/06  ;x;35;PBL;125;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/25;;;;;
10713;C35LTPAR000F;W00071675;117953/0;CLAM113PAR000W;Nicola;Parceval Pharmaceuticals; Aloe Vera 75ml ( PD IN FULL);19100;AB1ZU  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/02;;;;;
10724;C40LTAER004F;W00069917;116859/0;CLAM129AER004W;Rob;Aerosol & Cosm.;Baby Therapy Cream Talc 100ml;10500;26110  ;x;40;PBL;120;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/07/07;2015/07/10;2015/08/14;;;Client changed the artwork i.e. adjusted the vignettes
10725;C40LTAER005F;W00069942;116858/0;CLAM129AER005W;Rob;Aerosol & Cosm.;Baby Therapy Aqueous Cream  175ml;5600;26110  ;x;40;PBL;180;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/06/21;2015/07/10;2015/08/14;;;Client changed the artwork i.e. adjusted the vignettes
10726;C40LTAER006F;W00069936;116852/0;CLAM129AER006W;Rob;Aerosol & Cosm.;Baby Therapy Petroleum Jelly 175ml;5800;26110  ;x;40;PBL;180;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/06/21;2015/07/10;2015/08/14;;;Client changed the artwork i.e. adjusted the vignettes
10727;C40LTAER008F;W00069932;116850/0;CLAM129AER008W;Rob;Aerosol & Cosm.;Baby Therapy Baby Oil 100ml;3200;26110  ;x;40;PBL;120;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/06/21;2015/07/10;2015/08/14;;;Client changed the artwork i.e. adjusted the vignettes
10728;C40LTAER009F;W00069946;116869/0;CLAM129AER009W;Rob;Aerosol & Cosm.;Baby Therapy Baby Lotion 175ml;3200;26110  ;x;40;PBL;180;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/06/21;2015/07/10;2015/08/14;;;Client changed the artwork i.e. adjusted the vignettes
10729;C40LTAER010F;W00069958;116867/0;CLAM129AER010W;Rob;Aerosol & Cosm.;Baby Therapy Body Wash 175ml;3100;26110  ;x;40;PBL;180;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/06/21;2015/07/10;2015/08/14;;;Client changed the artwork i.e. adjusted the vignettes
10730;C40LTAER007F;W00069950;116866/0;CLAM129AER007W;Rob;Aerosol & Cosm.;Baby Therapy Barrier Cream 175ml;3500;26110  ;x;40;PBL;180;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/06/21;2015/07/10;2015/08/14;;;Client changed the artwork i.e. adjusted the vignettes
10731;C40LTAER011F;W00069953;116865/0;CLAM129AER011W;Rob;Aerosol & Cosm.;Baby Therapy Shampoo 175ml;3500;26110  ;x;40;PBL;180;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/21;;;;;
10019_1;C35LTSIM001F (Add);W00066973;#NAME?;CLAM113SIM001W;Rob;Aloe Unique;Aloe Unique Aloe Gel 75ml (Digital);6000;repeat;x;35;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;2015/04/14;;;;;
10059_1;C35LTSUG000F (Add);W00062580;#NAME?;CLAM113SUG000W;Rob;Catwalk;MAGNOLIA 75ML TUBE;11500;repeat;x;35;PBL;125;6;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10078_1;C35LTNFR000F (Add);W00062328;#NAME?;CLAM113NFR000W;Rob;Nature Fresh;NATURE FRESH JUNIOR TOOTHPASTE 75ML;6000;repeat;x;35;PBL;120;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10078_2;C35LTNFR000F (Add 1);W00069116;#NAME?;CLAM113NFR000W;Rob;Nature Fresh;Natural Fresh Junior Toothpaste 75ml ( Digital);11200;repeat;x;35;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10125_1;C40LTBIE000F (Add);W00061048;#NAME?;CLAM129BIE000W;Rob;BIO EARTH;SUNSCREEN 150ML;3500;repeat;x;40;PBL;160;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10125_2;C40LTBIE000F (Add 1);W00065253;#NAME?;CLAM129BIE000W;Rob;BIO EARTH;SUNSCREEN 150ML;5600;repeat;x;40;PBL;160;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10251_1;C35LTREI000F (Add);W00066666;#NAME?;CLAM113REI000W;Linda;Reitzer Pharm.;Treet- It  Tea Tree Antiseptic Cream 50ml;10500;repeat;x;35;PBL;110;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10251_2;C35LTREI000F (Add 1);W00066745;#NAME?;CLAM113REI000W;Linda;Reitzer Pharm.;Treet- It  Tea Tree Antiseptic Cream 50ml;5500;repeat;x;35;PBL;110;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10252_1;C35LTREI001F (Add);W00063842;#NAME?;CLAM113REI001W;Linda;Reitzer Pharm.;Pure Cream Moisturiser For Very Dry Skin 75ml;10500;repeat;x;35;PBL;120;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10252_2;C35LTREI001F (Add 1);W00068061;#NAME?;CLAM113REI001W;Linda;Reitzer Pharm.;Pure Cream Moisturiser For Very Dry Skin 75ml;5500;repeat;x;35;PBL;120;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10252_3;C35LTREI001F (Add 2);W00072301;#NAME?;CLAM113REI001W;Linda;Reitzer Pharm.;Pure Cream Moisturiser For Very Dry Skin 75ml;5500;repeat;x;35;PBL;120;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10260_1;C35LTSAA001F (Add);W00068786;#NAME?;CLAM113SAA001W;Trevor;SARADOX;GOOD STUFF BEE NATURAL 75ML;8100;repeat;x;35;PBL;125;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10260_2;C35LTSAA001F (Add 1);W00068782;#NAME?;CLAM113SAA001W;Trevor;Saradox;Good Stuff Bee Natural 75ml;16300;repeat;x;35;PBL;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10261_1;C35LTSAA000F (Add);W00068773;#NAME?;CLAM113SAA000W;Trevor;Saradox;Good Stuff Time On Your Hands 75ml;8600;repeat;x;35;PBL;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10263_1;C35LTSAA002F (Add);W00068793;#NAME?;CLAM113SAA002W;Trevor;Saradox;Good Stuff In Good Hands 75ml;8100;repeat;x;35;PBL;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10348_1;C40LTNFR000F (Add);W00067521;#NAME?;CLAM129NFR000W;Rob;Nature Fresh;Aloe and Propolis Toothpaste100ml;5600;repeat;x;40;PBL;120;10;x;x;x;Repeat;1;Repeat;0;;F/T B/O;;closed;x;2015/04/15;;;;;
10351_1;C40LTNFR001F (Add);W00067522;#NAME?;CLAM129NFR000W;Rob;Nature Fresh;Herbal Anti Microbial Toothpaste 100ml;5100;repeat;x;40;PBL;120;10;x;x;x;Repeat;1;Repeat;0;;F/T B/O;;closed;x;2015/05/04;;;;;
10387_1;C35LTSKO001F (Replace);W00068334;#NAME?;CLAM113SKO000W;Rob;Skoon Skin;Skoon Skin Tube 60ml;3000;repeat;x;35;ABL White;110;2;x;x;x;Repeat;2;Repeat;0;;A;;closed;x;;2015/05/11;;;;Reprinted the job (off centre) but retrialed before going to print
10511_1;C25LTRGP002F (Add);W00069182;#NAME?;CLAM082RGP002W;Rob;InukA;Inuka Luxury Body Wash 20ml;3000;repeat;x;25;PBL;100;4;x;x;x;Repeat;1;Repeat;0;;A;;closed;x;2015/05/28;;;;;
10611_1;C35LTREI002F (Add);W00068458;#NAME?;CLAM113REI002W;Trevor;Reitzer Pharm.;Olivia Olive Oil 75ml T&C - fuji sleeve;5600;repeat;x;35;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
9643_1;C35LTLES001F (Add);W0057619;#NAME?;CLAM113LES001W;Linda;Le-Sel;Midlands Nurturing H&N Treatment 60ml (Digital);9500;repeat;x;35;ABL Silver;123;4;x;x;x;Repeat;Repeat;Repeat;0;;Ex Client;;closed;x;;;;;;
9643_2;C35LTLES001F (Add 1);W0054919;#NAME?;CLAM113LES001W;Linda;Le-Sel;Midlands Nurturing H&N Treatment 60ml (Digital);3000;repeat;x;35;ABL Silver;123;4;x;x;x;Repeat;Repeat;Repeat;0;;Ex Client;;closed;x;;;;;;
9646_1;C35LTLES000F (Add);W0054772;#NAME?;CLAM113LES000W;Linda;Le-Sel;Karoo Gentle Exf Hand Scrub 60ml (Digital);2500;repeat;x;35;ABL Silver;123;4;x;x;x;Repeat;Repeat;Repeat;0;;Ex Client;;closed;x;;;;;;
9646_2;C35LTLES000F (Add 1);W0057071;#NAME?;CLAM113LES000W;Linda;Le-Sel;Karoo Gentle Exf Hand Scrub 60ml (Digital);5500;repeat;x;35;ABL Silver;120;4;x;x;x;Repeat;Repeat;Repeat;0;;Ex Client;;closed;x;;;;;;
9646_3;C35LTLES000F (Add 2);W0057617;#NAME?;CLAM113LES000W;Linda;Le-Sel;Karoo Gentle Exf Hand Scrub 60ml (Digital);5200;repeat;x;35;ABL Silver;120;4;x;x;x;Repeat;Repeat;Repeat;0;;Ex Client;;closed;x;;;;;;
9940_1;C40LTCHR001F (Add);W0069283;#NAME?;CLAM129CHR001W;Rob;Charisma Candles;Poetry Moroccan Fig H & N 100ml (digital);#NAME?;repeat;x;40;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
9941_1;C40LTCHR000F (Add);W0064588;#NAME?;CLAM129CHR000W;Rob;CHARISMA CANDLES;POETRY VANILLA HAND & NAIL  CREAM 100ML;#NAME?;repeat;x;40;PBL;120;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
9942_1;C40LTCHR002F (Add);W0064592;#NAME?;CLAM129CHR002W;Rob;CHARISMA CANDLES;POETRY FRANGIPANI H&N  CREAM 100ML;#NAME?;repeat;x;40;PBL;120;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
00001;Cancelled;Cancelled;Cancelled;Cancelled;Rob;Nature Fresh;RUN TRIAL ON NATURAL MATERIAL;6000;Cancelled;;;;;;;x;x;Cancelled;Cancelled;Cancelled;;;;Client collected samples 18/11 - very impressed.  Working on a design (met with Client 15/1. Printed out onto natural (17/2).  ;closed;Cancelled;2020/08/28;;;;;
00002;Internal;Internal;Internal;Internal;;BOWLER;PROCESS COLOUR CHARTS;1200;;#NAME?;;;;;x;x;x;x;1;Cancelled;0;;;;#NAME?;Internal Trial;2020/08/28;;;;;
TRolls1;LAM082HUH1337FC;-;#NAME?;LAM082HUH1337FC;;WT (Clifford Road);Transfer 25 diam ABL rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;25;ABL White;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;;
TRolls2;LAM113HUH1337FC;-;#NAME?;LAM113HUH1337FC;;WT (Clifford Road);Transfer 35 diam ABL rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;35;ABL White;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;;
TRolls3;LAM129HUH1337FC;-;#NAME?;LAM129HUH1337FC;;WT (Clifford Road);Transfer 40  diam ABL rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;40;ABL White;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;; 
TRolls4;LAM082HUH3001S;-;#NAME?;LAM082HUH3001S;;WT (Clifford Road);Transfer 25 diam PBL rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;25;PBL;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;;
TRolls5;LAM113HUH30017S;-;#NAME?;LAM113HUH30017S;;WT (Clifford Road);Transfer 35 diam PBL rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;35;PBL;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;;
TRolls6;LAM129HUH30017S;-;#NAME?;LAM129HUH30017S;;WT (Clifford Road);Transfer 40 diam PBL rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;40;PBL;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;;
TRolls7;LAM082HUH1337FCSIL;-;#NAME?;LAM082HUH1337FCSIL;;WT (Clifford Road);Transfer 25 diam Silver rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;25;ABL Silver;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;;
TRolls8;LAM113HUH1337FCSIL;-;#NAME?;LAM113HUH1337FCSIL;;WT (Clifford Road);Transfer 35 diam Silver rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;35;ABL Silver;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;;
TRolls9;LAM129HUH1337FCSIL;-;#NAME?;LAM129HUH1337FCSIL;;WT (Clifford Road);Transfer 40 diam Silver rolls to Clifford Road (WT);#NAME?;Internal material;Raw material;40;ABL Silver;-;-;Internal;-;-;Not Req;Repeat;Repeat;0;;-;;FALSE;x;;;;;;
10414_1;C25LTMEN000F (Add);W00069644;#NAME?;CLAM082MEN000W;Rob;WRAPSA ;Mentholatum Eskamel 20g;190000;repeat;x;25;ABL White;90;6;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10739;C25LTADV003F;W00069962;116900/0;CLAM082ADV003W;Natalie;Advacos;Skin Nutrition Moisturiser 30ml   ( PD IN FULL);6000;116897  ;x;25;PBL;100;2;x;x;x;x;1;x;0;;A;;closed;New;2015/06/18;;;;;
10738;C25LTADV002F;W00069964;116899/0;CLAM082ADV002W;Natalie;Advacos;Skin Nutrition Cleansing Gel 30ml   ( PD IN FULL);3200;116891  ;x;25;PBL;100;2;x;x;x;x;1;x;0;;A;;closed;New;2015/06/18;;;;;
10561;C35LTBRI002F;W00070557;117252/0;CLAM113BRI002W;Trevor;Britec Labs;OSH Shea Hand Cream 75ml Blossom;5600;No charge  ;x;35;ABL Silver;120;10;x;x;x;x;5;x;0;;F/T B/O;;closed;New;2015/06/14;2015/07/01;2015/07/02;2018/07/03;2015/07/07;Retrial T2: Client sent darker scan (rev1) T3: Client sent another darker scan (Rev2) T4: Client sent another scan (Rev3) T5: Client sent very dark scan (Rev4)
10562;C35LTBRI003F;W00070549;117254/0;CLAM113BRI003W;Trevor;Britec Labs;OSH Shea Butter Hand Cream 75ml Nutty;5600;-  ;x;35;ABL Silver;120;10;x;x;x;x;2;x;0;;F/T B/O;;closed;New;2015/06/14;2015/07/01;;;;
10563;C35LTBRI004F;W00070553;117255/0;CLAM113BRI004W;Trevor;Britec Labs;OSH Shea Butter Hand Cream 75ml Berry;5600;-  ;x;35;ABL Silver;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/14;;;;;
10746;C40LTNTR000F;W00070600;117220/0;CLAM129NTR000W;Rob;Nutriwoman;Nutriwoman Body Range 100ml;8400;-  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/03;;;;;
10750;C25LTSHZ001F;W00070569;117230/0;CLAM082SHZ001W;Mark K;SH'ZEN;Sh'zen -Instant Touch Up Illuminator Refill 15ml;15900;PO 0003744  ;x;25;PBL;90;2;x;x;x;x;1;x;0;;A;;closed;New;2015/07/03;;;;;
10763;C40LTNFR003F;W00070665;117319/0;CLAM129NFR003W;Rob;Nature Fresh;Tooth Polish Plus 100ml;15900;100459  ;x;40;PBL;120;10;x;;;x;1;x;0;;F/T B/O;;closed;New;2015/08/18;;;;;
10766;C35LTEDE000F;W00070673;117332/0;CLAM113EDE000W;Nikki;Edelweiss;Derma Kure 50ml;3000;AQ8520  ;x;35;PBL;100;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/22;;;;;
10767;C40LTEDE000F;W00070661;/0;CLAM129EDE000W;Nikki;Edelweiss;Derma Kure 100ml;3000;AQ8520  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/22;;;;;
00003;Cancelled;Cancelled;Cancelled;Cancelled;Wayne;Saradox;Barcode trials on silver for Saradox;6000;Cancelled;;;;;;x;x;x;Cancelled;Cancelled;Cancelled;;;;Tested barcodes using pink background on silver for Saradox - unable to achieve verification scan;closed;Cancelled;2020/08/28;;;;;
10804;C35LTGEN000F;W00073382;118247/0;CLAM113GEN000W;Nicole;Genop Healthcare;Epi-max Hand Cream 75g;10900;-  ;x;35;PBL;130;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/08/14;2015/08/13;2015/09/29;;;T2 Trial - Client wants grey to be changed to match printed jar.  T3 Trial - Adjust colour of logo. T4 Trial -Client wants yellow to be adjusted
10805;C40LTGEN002F;W00077173;121105/0;CLAM129GEN002W;Chris;Genop Healthcare;Epi-max Baby and Junior Cream 100g;10900;-  ;x;40;PBL;130;10;x;x;x;x;4;x;0;;F/T B/O;;closed;New;2015/08/14;2015/08/13;2018/08/21;2015/09/29;2016/10/12;T2: Client wants grey to be changed to match printed jar.  T3: Adj lilac T4:  Adjust colour of logo T5: Lighten colours
10806;C40LTGEN000F;W00073386;118289/0;CLAM129GEN000W;Nicole;Genop Healthcare;Epi-max Cream Moisturiser 100g;3300;-  ;x;40;PBL;130;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2015/08/14;2015/08/13;2015/09/29;;;T2 Trial - Client wants grey to be changed to match printed jar.  T3 Trial - Adjust colour of logo. T4 Trial -Client wants yellow to be adjusted
